,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
153966,2021,OH,Ohio,Carroll,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.5,,,33.8,42.8,26659,21168,39019,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-81.0896541475271 40.5793488212271)
153967,2022,OH,Ohio,Delaware,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,18.0,,,15.7,20.6,226296,170900,39041,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-83.0048346779207 40.2784353342342)
153968,2022,OH,Ohio,Erie,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,28.3,,,25.1,31.6,74501,59951,39043,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-82.6382293326083 41.3742735650267)
153969,2021,OH,Ohio,Clark,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,34.7,,,30.7,38.7,134831,104795,39023,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-83.7843901210144 39.9166223719097)
153983,2022,OH,Ohio,Henry,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,60.7,,,57.0,64.5,27512,21208,39069,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-84.0682769490792 41.3339046653253)
153987,2022,OH,Ohio,Franklin,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,13.4,,,12.2,14.6,1321820,1018815,39049,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-83.0095596369965 39.9695482397033)
153988,2022,OH,Ohio,Darke,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,33.7,,,28.1,39.6,51529,39444,39037,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-84.61951761493 40.1332727231473)
153991,2022,OH,Ohio,Highland,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,6.2,,,5.7,6.7,43391,33171,39071,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-83.6009281179684 39.1846774295258)
153992,2022,OH,Ohio,Harrison,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,41.4,,,33.9,49.1,14378,11389,39067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.091379743179 40.2936613564664)
153997,2022,OH,Ohio,Adams,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,23.9,,,20.6,27.3,27420,20825,39001,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-83.4720531231294 38.8454930546772)
153999,2022,OH,Ohio,Carroll,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,23.8,,,20.4,27.3,26659,21168,39019,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-81.0896541475271 40.5793488212271)
154009,2022,OH,Ohio,Hamilton,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,8.5,,,7.8,9.4,825037,638597,39061,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-84.542601023044 39.1955454321754)
154014,2022,OH,Ohio,Clark,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,72.6,,,65.2,79.3,134831,104795,39023,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-83.7843901210144 39.9166223719097)
154019,2022,OH,Ohio,Cuyahoga,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,22.9,,,21.1,24.8,1236041,985264,39035,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-81.658627773816 41.4243019834267)
154021,2022,OH,Ohio,Knox,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.5,,,72.0,79.0,63183,48910,39083,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-82.4215435805835 40.3988019956419)
154022,2022,OH,Ohio,Lake,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.7,,,7.9,9.6,231842,187697,39085,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-81.2368191610819 41.6970249003529)
154024,2022,OH,Ohio,Licking,BRFSS,Disability,Any disability among adults,%,Crude prevalence,32.9,,,29.0,36.7,181359,140209,39089,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-82.4830744738759 40.0915299705467)
154027,2022,OH,Ohio,Holmes,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,72.6,,,68.3,76.7,44390,31071,39075,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-81.9295580157618 40.5612300981469)
154048,2022,OH,Ohio,Hamilton,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,34.8,,,30.6,39.0,825037,638597,39061,SOCLNEED,ISOLATION,CrdPrv,Social Isolation,POINT (-84.542601023044 39.1955454321754)
154061,2022,OH,Ohio,Meigs,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,4.1,,,3.7,4.4,21969,17454,39105,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-82.0228709814014 39.082287647052)
154062,2022,OH,Ohio,Butler,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,27.7,,,26.4,29.0,388420,298743,39017,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-84.5755446176036 39.4386549224371)
154073,2022,OH,Ohio,Fairfield,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.0,,,4.6,5.5,162898,124397,39045,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-82.6306572277557 39.7516133054728)
154076,2022,OH,Ohio,Franklin,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,8.5,,,7.7,9.3,1321820,1018815,39049,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-83.0095596369965 39.9695482397033)
154077,2022,OH,Ohio,Knox,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.7,,,8.8,10.7,63183,48910,39083,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-82.4215435805835 40.3988019956419)
154078,2022,OH,Ohio,Guernsey,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,32.5,,,28.2,36.7,38098,29746,39059,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-81.494271058754 40.0520872571802)
154079,2022,OH,Ohio,Fulton,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,26.0,,,22.1,30.1,42171,32496,39051,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-84.1297060031289 41.6019480693719)
154087,2022,OH,Ohio,Allen,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,9.5,,,8.6,10.5,101115,77523,39003,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-84.1057940825963 40.7714977646394)
154089,2022,OH,Ohio,Highland,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,55.6,,,52.3,58.6,43391,33171,39071,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-83.6009281179684 39.1846774295258)
154103,2022,OH,Ohio,Columbiana,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,25.4,,,22.0,28.9,100511,80353,39029,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-80.7772020501573 40.7684220366661)
154105,2022,OH,Ohio,Greene,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,6.8,,,6.1,7.5,168456,133968,39057,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-83.8900404276245 39.6915038814677)
154113,2022,OH,Ohio,Butler,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.4,,,13.7,19.3,388420,298743,39017,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-84.5755446176036 39.4386549224371)
154114,2021,OH,Ohio,Meigs,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,43.0,,,38.9,47.1,21969,17454,39105,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-82.0228709814014 39.082287647052)
154127,2022,OH,Ohio,Hardin,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.0,,,7.1,9.0,30416,23363,39065,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-83.6594148955231 40.6616220714596)
154136,2022,OH,Ohio,Highland,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,19.6,,,17.6,21.7,43391,33171,39071,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-83.6009281179684 39.1846774295258)
154141,2022,OH,Ohio,Clark,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,61.5,,,56.7,66.2,134831,104795,39023,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-83.7843901210144 39.9166223719097)
154145,2022,OH,Ohio,Coshocton,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,34.3,,,33.9,34.7,36571,27883,39031,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-81.9201277213696 40.3017013117605)
154150,2022,OH,Ohio,Jefferson,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,9.7,,,8.8,10.7,64330,51914,39081,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-80.7611246090452 40.3850232178899)
154151,2022,OH,Ohio,Crawford,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,28.0,,,24.2,32.1,41522,32608,39033,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-82.9197685705352 40.8507264130061)
154153,2022,OH,Ohio,Henry,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,21.0,,,19.1,23.1,27512,21208,39069,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-84.0682769490792 41.3339046653253)
154155,2022,OH,Ohio,Mercer,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,24.0,,,20.7,27.3,42348,31316,39107,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-84.6293396544299 40.5399599689642)
154161,2022,OH,Ohio,Geauga,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,36.1,,,29.8,42.7,95469,74460,39055,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-81.1785666230898 41.4995505355057)
154162,2022,OH,Ohio,Ashland,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,11.5,,,10.1,13.0,52181,40624,39005,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-82.2704647361258 40.8460354747863)
154165,2022,OH,Ohio,Hancock,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.3,,,14.5,18.3,74861,58728,39063,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-83.6664968686287 41.0019198179089)
154176,2022,OH,Ohio,Adams,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,4.7,,,4.3,5.1,27420,20825,39001,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-83.4720531231294 38.8454930546772)
154178,2022,OH,Ohio,Geauga,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,7.5,,,6.6,8.6,95469,74460,39055,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-81.1785666230898 41.4995505355057)
154179,2022,OH,Ohio,Lorain,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.4,,,60.9,69.5,316268,248544,39093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-82.1508887298398 41.2956651025634)
154183,2022,OH,Ohio,Mahoning,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.0,,,15.4,18.8,225636,180235,39099,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-80.7763089335898 41.014638072438)
154191,2022,OH,Ohio,Logan,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,19.6,,,17.7,21.5,46040,35671,39091,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-83.76563102183 40.3884968079535)
154193,2022,OH,Ohio,Clinton,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.9,,,5.4,6.4,41964,32647,39027,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-83.8084036693333 39.4149624798012)
154199,2022,OH,Ohio,Columbiana,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,14.3,,,12.7,15.9,100511,80353,39029,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-80.7772020501573 40.7684220366661)
154204,2021,OH,Ohio,Crawford,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,37.6,,,33.3,42.1,41522,32608,39033,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-82.9197685705352 40.8507264130061)
154206,2022,OH,Ohio,Lawrence,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,20.4,,,18.4,22.4,56653,44509,39087,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-82.536984256161 38.5987545151818)
154213,2022,OH,Ohio,Guernsey,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,55.8,,,51.9,59.3,38098,29746,39059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-81.494271058754 40.0520872571802)
154217,2022,OH,Ohio,Marion,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.4,,,75.1,81.4,64642,50880,39101,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-83.1608334768194 40.5872736718226)
154218,2022,OH,Ohio,Ashtabula,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.9,,,14.9,21.1,97014,76002,39007,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-80.7483101330855 41.7071560039231)
154219,2022,OH,Ohio,Hancock,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,26.5,,,23.3,30.3,74861,58728,39063,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-83.6664968686287 41.0019198179089)
154222,2022,OH,Ohio,Auglaize,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.3,,,3.0,3.6,45948,35074,39011,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-84.2217028293862 40.5608789781255)
154228,2022,OH,Ohio,Allen,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.7,,,24.5,31.2,101115,77523,39003,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.1057940825963 40.7714977646394)
154232,2022,OH,Ohio,Gallia,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,18.1,,,15.0,21.4,29068,22281,39053,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-82.3168675618097 38.8247465141511)
154240,2022,OH,Ohio,Auglaize,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.7,,,6.9,8.5,45948,35074,39011,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-84.2217028293862 40.5608789781255)
154243,2022,OH,Ohio,Ashland,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.1,,,3.7,4.4,52181,40624,39005,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-82.2704647361258 40.8460354747863)
154245,2022,OH,Ohio,Greene,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,62.9,,,58.5,67.4,168456,133968,39057,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.8900404276245 39.6915038814677)
154247,2022,OH,Ohio,Licking,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,8.4,,,7.6,9.2,181359,140209,39089,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-82.4830744738759 40.0915299705467)
154248,2022,OH,Ohio,Clermont,BRFSS,Disability,Any disability among adults,%,Crude prevalence,31.1,,,27.5,35.0,210805,164528,39025,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-84.1516609554165 39.0475584272622)
154249,2022,OH,Ohio,Miami,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.2,,,6.4,8.1,110247,85193,39109,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-84.2289753159029 40.0535853378213)
154253,2022,OH,Ohio,Clinton,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,60.8,,,55.4,66.0,41964,32647,39027,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.8084036693333 39.4149624798012)
154258,2022,OH,Ohio,Fayette,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,36.1,,,31.7,40.3,28839,22120,39047,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-83.4560989933978 39.559992354904)
154263,2022,OH,Ohio,Franklin,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,18.9,,,16.6,21.1,1321820,1018815,39049,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-83.0095596369965 39.9695482397033)
154267,2022,OH,Ohio,Holmes,BRFSS,Disability,Any disability among adults,%,Crude prevalence,39.7,,,35.3,44.2,44390,31071,39075,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-81.9295580157618 40.5612300981469)
154269,2022,OH,Ohio,Logan,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.5,,,15.7,19.4,46040,35671,39091,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-83.76563102183 40.3884968079535)
154272,2022,OH,Ohio,Ashtabula,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.1,,,13.3,16.9,97014,76002,39007,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-80.7483101330855 41.7071560039231)
154277,2022,OH,Ohio,Jackson,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,30.6,,,27.4,33.8,32586,24880,39079,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-82.6182154386703 39.019742017525)
154282,2022,OH,Ohio,Medina,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,36.0,,,30.1,42.1,183512,144713,39103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.899694474725 41.1175710779189)
154288,2022,OH,Ohio,Athens,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,8.8,,,7.9,9.6,58979,50122,39009,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-82.0448471943357 39.3339958943025)
154290,2022,OH,Ohio,Champaign,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,6.4,,,5.7,7.2,38709,30246,39021,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-83.7695338263695 40.1377112794664)
154303,2022,OH,Ohio,Miami,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,80.1,,,76.6,83.4,110247,85193,39109,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-84.2289753159029 40.0535853378213)
154311,2022,OH,Ohio,Mahoning,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,39.2,,,34.5,44.2,225636,180235,39099,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-80.7763089335898 41.014638072438)
154321,2022,OH,Ohio,Crawford,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.9,,,8.9,10.9,41522,32608,39033,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-82.9197685705352 40.8507264130061)
154322,2022,OH,Ohio,Lake,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,16.9,,,14.9,19.0,231842,187697,39085,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-81.2368191610819 41.6970249003529)
154329,2022,OH,Ohio,Erie,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,7.9,,,7.2,8.8,74501,59951,39043,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-82.6382293326083 41.3742735650267)
154330,2022,OH,Ohio,Greene,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,18.7,,,16.9,20.6,168456,133968,39057,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-83.8900404276245 39.6915038814677)
154338,2022,OH,Ohio,Delaware,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.3,,,3.0,3.6,226296,170900,39041,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-83.0048346779207 40.2784353342342)
154343,2022,OH,Ohio,Franklin,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.1,,,72.9,82.6,1321820,1018815,39049,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-83.0095596369965 39.9695482397033)
154345,2022,OH,Ohio,Hancock,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,32.5,,,28.2,37.2,74861,58728,39063,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-83.6664968686287 41.0019198179089)
154351,2022,OH,Ohio,Athens,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,12.9,,,11.5,14.4,58979,50122,39009,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity,POINT (-82.0448471943357 39.3339958943025)
154352,2022,OH,Ohio,Geauga,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.0,,,9.1,13.2,95469,74460,39055,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-81.1785666230898 41.4995505355057)
154355,2022,OH,Ohio,Franklin,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,,,20.8,25.5,1321820,1018815,39049,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-83.0095596369965 39.9695482397033)
